,California,Florida,Virginia,New York,Texas,Nevada,Arizona,New Jersey,Massachusetts,South Carolina,North Carolina,New Mexico,Utah,Colorado,Tennessee,West Virginia,Hawaii,Illinois,Michigan,Kentucky,Ohio,Montana,Oregon,Connecticut,the District of Columbia,Georgia,Missouri,Wisconsin,Arkansas,Oklahoma,New Hampshire,Minnesota,Pennsylvania,Washington,Kansas,Idaho,Nebraska,Wyoming,Vermont,Alaska,Iowa,Rhode Island,Indiana,Alabama,Maryland,South Dakota,Mississippi,Maine,Delaware,Louisiana,North Dakota
2004-06-01,386535.0,179926.0,210335.0,221718.0,130293.0,251440.0,177173.0,313711.0,357900.0,145065.0,152317.0,149539.0,194676.0,240831.0,129075.0,81825.0,357720.0,203606.0,150455.0,108353.0,130107.0,,201562.0,268788.0,340247.0,161187.0,132071.0,153896.0,95704.0,94537.0,240416.0,209401.0,142810.0,223812.0,112311.0,145357.0,124818.0,158978.0,184021.0,185391.0,113457.0,274444.0,113636.0,116410.0,255504.0,132058.0,97584.0,189955.0,213910.0,128434.0,
2004-07-01,395446.0,182807.0,214600.0,223944.0,130858.0,262528.0,,317955.0,360623.0,145918.0,152702.0,150660.0,194891.0,241475.0,129532.0,82404.0,366410.0,205064.0,150892.0,108689.0,130490.0,,203686.0,271849.0,346738.0,161592.0,132748.0,155469.0,96132.0,94772.0,242400.0,210817.0,144437.0,226111.0,112497.0,146277.0,125457.0,160263.0,186127.0,186749.0,113820.0,278838.0,114068.0,116965.0,260038.0,133270.0,97895.0,192963.0,216745.0,128980.0,
2004-08-01,403764.0,185978.0,218995.0,226134.0,131359.0,271862.0,,322266.0,363392.0,146619.0,153125.0,151536.0,195119.0,242067.0,130019.0,83000.0,374920.0,206511.0,151304.0,108980.0,130809.0,,205672.0,274664.0,352425.0,162099.0,133304.0,156625.0,96612.0,95088.0,244355.0,212094.0,145897.0,228256.0,112848.0,147101.0,125935.0,161776.0,187285.0,187911.0,114223.0,282713.0,114420.0,117443.0,265094.0,134175.0,98282.0,194518.0,219428.0,129735.0,
2004-09-01,411686.0,189080.0,223346.0,228458.0,131998.0,282954.0,184956.0,326442.0,366867.0,147413.0,153575.0,152124.0,195266.0,242298.0,130528.0,83574.0,381507.0,207742.0,151693.0,109271.0,131124.0,,207572.0,277389.0,359526.0,162651.0,133775.0,157718.0,97106.0,95486.0,246159.0,213290.0,147372.0,230230.0,114127.0,147793.0,126242.0,163163.0,188471.0,189623.0,114578.0,285829.0,114649.0,117878.0,270071.0,134978.0,98823.0,195818.0,221892.0,130348.0,
2004-10-01,419419.0,191990.0,227042.0,230654.0,132546.0,290187.0,187678.0,330559.0,370138.0,148226.0,154073.0,152703.0,195362.0,242681.0,131066.0,84102.0,387935.0,209011.0,152143.0,109618.0,131423.0,,209320.0,280522.0,368136.0,163250.0,134212.0,158672.0,97601.0,95915.0,248066.0,214385.0,148575.0,232214.0,115479.0,148392.0,126462.0,164408.0,190089.0,191293.0,114957.0,289282.0,114983.0,118358.0,274580.0,135645.0,99387.0,196872.0,224751.0,130992.0,
2004-11-01,425948.0,194691.0,230242.0,232918.0,133031.0,297264.0,190366.0,334287.0,373157.0,149116.0,154583.0,153263.0,195391.0,242996.0,131570.0,84648.0,394041.0,210292.0,152528.0,109944.0,131747.0,,211134.0,283905.0,376481.0,163733.0,134728.0,159720.0,98092.0,96230.0,250069.0,215378.0,149897.0,234322.0,116784.0,149087.0,126710.0,165498.0,191921.0,193044.0,115227.0,292381.0,115264.0,118974.0,278745.0,136322.0,99799.0,198977.0,228406.0,131626.0,
2004-12-01,432565.0,197561.0,233486.0,235032.0,133453.0,301225.0,193796.0,337794.0,375553.0,149952.0,155088.0,153924.0,195347.0,243650.0,132083.0,85182.0,401423.0,211743.0,152922.0,110275.0,132055.0,,212900.0,286871.0,381832.0,164160.0,135309.0,160718.0,98569.0,96551.0,252162.0,216411.0,151181.0,236776.0,117221.0,149811.0,127176.0,166821.0,193892.0,194540.0,115611.0,295763.0,115618.0,119620.0,282825.0,136824.0,100059.0,201041.0,233033.0,132230.0,
2005-01-01,438258.0,200613.0,236869.0,237097.0,134036.0,304775.0,197384.0,341159.0,377853.0,150778.0,155440.0,154561.0,195331.0,244315.0,132554.0,85785.0,406818.0,213054.0,153344.0,110620.0,132417.0,,214474.0,289072.0,383479.0,164492.0,135861.0,161186.0,99203.0,96939.0,254255.0,217768.0,152548.0,239255.0,117795.0,150726.0,127665.0,168144.0,195688.0,195952.0,115917.0,298924.0,116476.0,120126.0,287063.0,137547.0,100229.0,204071.0,236248.0,132528.0,
2005-02-01,444956.0,203931.0,240132.0,239143.0,134541.0,310863.0,201935.0,344371.0,380862.0,151610.0,155893.0,155212.0,195720.0,244780.0,133172.0,86436.0,413826.0,214403.0,153658.0,111026.0,132811.0,186126.0,216293.0,290887.0,388175.0,164844.0,136360.0,161554.0,99916.0,97334.0,256168.0,219234.0,153538.0,241374.0,118301.0,151812.0,128121.0,169132.0,197564.0,197203.0,116315.0,302076.0,117503.0,120510.0,291077.0,138440.0,100608.0,206697.0,238322.0,132742.0,
2005-03-01,451879.0,207701.0,243708.0,240986.0,135045.0,317045.0,206532.0,347806.0,383971.0,152598.0,156298.0,156114.0,196272.0,245311.0,133868.0,86932.0,420950.0,215732.0,153982.0,111530.0,133213.0,186107.0,218604.0,293399.0,394603.0,165227.0,136844.0,161977.0,100678.0,97702.0,258218.0,220388.0,154578.0,243974.0,118747.0,153192.0,128599.0,169888.0,199430.0,198216.0,116635.0,304783.0,118542.0,120793.0,295105.0,139300.0,101097.0,209144.0,239975.0,132892.0,
2005-04-01,459857.0,212117.0,247863.0,243015.0,135429.0,325789.0,212263.0,351933.0,387284.0,153553.0,156908.0,157061.0,197098.0,245950.0,134658.0,87398.0,430759.0,217251.0,154235.0,112038.0,133585.0,186937.0,221928.0,296320.0,403029.0,165784.0,137354.0,162954.0,101378.0,98019.0,260680.0,221741.0,155771.0,247168.0,119015.0,154506.0,129038.0,170416.0,201883.0,199393.0,117142.0,308178.0,119020.0,121134.0,300044.0,140073.0,101697.0,210424.0,242389.0,133467.0,
2005-05-01,467167.0,216945.0,252852.0,245174.0,135827.0,330687.0,218863.0,356430.0,389893.0,154522.0,157510.0,158094.0,197766.0,246840.0,135441.0,87980.0,440413.0,218832.0,154602.0,112532.0,133894.0,187982.0,225524.0,299552.0,408791.0,166448.0,137989.0,164196.0,102038.0,98368.0,262851.0,223121.0,157268.0,250906.0,119420.0,156113.0,129570.0,171383.0,203945.0,201077.0,117804.0,311016.0,119529.0,121513.0,305537.0,140751.0,102197.0,211679.0,246103.0,134096.0,
2005-06-01,473768.0,222157.0,257580.0,247382.0,136234.0,334832.0,227383.0,361098.0,391457.0,155540.0,158282.0,159196.0,198572.0,247644.0,136274.0,88744.0,451008.0,220387.0,154845.0,112965.0,134222.0,189335.0,229474.0,302634.0,414560.0,167179.0,138633.0,165533.0,102704.0,98666.0,264603.0,224529.0,158969.0,255233.0,119283.0,158180.0,129969.0,172367.0,205774.0,202285.0,118608.0,313489.0,120189.0,121994.0,311673.0,141605.0,102877.0,212729.0,248611.0,134986.0,
2005-07-01,480168.0,227687.0,262104.0,249746.0,136552.0,337094.0,236656.0,365411.0,392307.0,156795.0,159102.0,160698.0,199504.0,248340.0,137202.0,89533.0,461763.0,221868.0,155006.0,113393.0,134514.0,190299.0,233547.0,305590.0,421286.0,167810.0,139278.0,166858.0,103399.0,98972.0,265937.0,225525.0,160732.0,259869.0,119288.0,160667.0,130434.0,173730.0,207365.0,203769.0,119454.0,315217.0,120875.0,122533.0,317955.0,142350.0,103438.0,213947.0,250901.0,135929.0,
2005-08-01,486820.0,233329.0,266082.0,252207.0,136852.0,340947.0,245364.0,369668.0,392753.0,158062.0,159991.0,162439.0,200595.0,249007.0,138126.0,89864.0,472293.0,223330.0,155218.0,113800.0,134843.0,191874.0,238006.0,308755.0,429076.0,168425.0,139910.0,168093.0,104005.0,99282.0,267407.0,226264.0,162550.0,265040.0,119283.0,,130766.0,174818.0,209357.0,205179.0,120176.0,317686.0,121322.0,123079.0,324332.0,143259.0,104240.0,215051.0,252910.0,137068.0,
2005-09-01,493480.0,238699.0,270208.0,254791.0,137157.0,343795.0,254295.0,373655.0,393998.0,159269.0,160819.0,164472.0,201783.0,249544.0,139018.0,90178.0,482001.0,224971.0,155482.0,114180.0,135137.0,193729.0,242548.0,311830.0,435990.0,169043.0,140552.0,169123.0,104653.0,99644.0,268960.0,227146.0,164177.0,269580.0,119905.0,166740.0,131159.0,176047.0,211711.0,207210.0,120737.0,320454.0,121606.0,123637.0,329639.0,144273.0,105016.0,216310.0,255889.0,138127.0,
2005-10-01,499963.0,243496.0,273742.0,257361.0,137367.0,345677.0,261594.0,377689.0,395359.0,160382.0,161704.0,166370.0,203013.0,250198.0,139817.0,90412.0,489696.0,226544.0,155753.0,114460.0,135440.0,195770.0,246593.0,315006.0,440813.0,169659.0,141225.0,169933.0,105295.0,99945.0,270460.0,227957.0,165636.0,273519.0,120160.0,,131481.0,177375.0,213972.0,209247.0,121093.0,323037.0,121838.0,124325.0,334588.0,145202.0,106033.0,217355.0,259290.0,139378.0,
2005-11-01,504739.0,247931.0,277052.0,259552.0,137669.0,346525.0,268505.0,381509.0,396393.0,161453.0,162501.0,168282.0,204463.0,250733.0,140562.0,90929.0,496964.0,227908.0,155938.0,114783.0,135731.0,196973.0,250193.0,317818.0,445375.0,170248.0,141817.0,170569.0,106067.0,100293.0,271775.0,228879.0,166974.0,277159.0,120226.0,,131846.0,178651.0,215795.0,211150.0,121456.0,324722.0,122058.0,125191.0,338245.0,145712.0,106772.0,218232.0,261743.0,140581.0,
2005-12-01,509174.0,252112.0,279635.0,261836.0,137864.0,346812.0,272432.0,385035.0,396235.0,162569.0,163286.0,170146.0,205944.0,251302.0,141299.0,91421.0,504496.0,229216.0,156129.0,115107.0,135984.0,198147.0,254001.0,320028.0,449772.0,170789.0,142377.0,171067.0,106743.0,100626.0,273020.0,229501.0,168242.0,280528.0,120483.0,181953.0,132103.0,179929.0,217425.0,213203.0,121809.0,325881.0,122227.0,126116.0,342542.0,145974.0,107199.0,219059.0,263884.0,141940.0,
2006-01-01,512759.0,256056.0,281995.0,263748.0,138091.0,347344.0,273988.0,387882.0,395856.0,163570.0,164000.0,171933.0,207273.0,251863.0,141892.0,91944.0,512981.0,230546.0,156329.0,115447.0,136176.0,198922.0,257504.0,321603.0,454368.0,171350.0,142813.0,171413.0,107313.0,100996.0,274037.0,230029.0,169332.0,283451.0,120896.0,183226.0,132438.0,181104.0,218736.0,214985.0,122078.0,326084.0,122182.0,127024.0,345661.0,146424.0,107559.0,219941.0,265926.0,143381.0,
2006-02-01,516081.0,259724.0,284404.0,265542.0,138388.0,347407.0,277520.0,390719.0,394934.0,164896.0,164726.0,173760.0,208785.0,252187.0,142590.0,92040.0,521656.0,231838.0,156500.0,115736.0,136324.0,200407.0,260611.0,322134.0,457981.0,171924.0,143207.0,171813.0,107840.0,101448.0,273981.0,230442.0,170268.0,286708.0,121451.0,184716.0,132784.0,182445.0,220149.0,215921.0,122286.0,326924.0,122182.0,127918.0,349147.0,147004.0,108160.0,220293.0,268433.0,144822.0,
2006-03-01,519354.0,263715.0,286860.0,266942.0,138779.0,349786.0,281915.0,393587.0,394561.0,166026.0,165532.0,175538.0,210497.0,252483.0,143299.0,92017.0,527900.0,233122.0,156544.0,116030.0,136465.0,201921.0,263726.0,323756.0,461852.0,172458.0,143543.0,172128.0,108377.0,101974.0,273798.0,230760.0,171179.0,290113.0,121739.0,186743.0,133193.0,183752.0,221880.0,216409.0,122475.0,328260.0,122036.0,128946.0,352772.0,147457.0,109078.0,220485.0,271017.0,146291.0,
2006-04-01,522216.0,268153.0,288995.0,268145.0,139304.0,352576.0,286908.0,396834.0,394248.0,167291.0,166391.0,177852.0,212729.0,252769.0,144152.0,91843.0,534303.0,234208.0,156433.0,116323.0,136631.0,203824.0,267456.0,325417.0,465056.0,172989.0,143899.0,172490.0,108936.0,102466.0,274136.0,231098.0,172196.0,294308.0,122086.0,189745.0,133570.0,185245.0,223317.0,216987.0,122693.0,330494.0,122083.0,130019.0,357050.0,147624.0,110146.0,220163.0,273386.0,147537.0,
2006-05-01,525193.0,272150.0,290312.0,269325.0,139936.0,355440.0,289292.0,399734.0,394012.0,168460.0,167331.0,180011.0,215065.0,253457.0,144955.0,92191.0,537396.0,235390.0,156212.0,116580.0,136802.0,205435.0,271727.0,327641.0,467524.0,173480.0,144238.0,172770.0,109452.0,102865.0,274776.0,231279.0,173372.0,298331.0,122330.0,192659.0,133943.0,187019.0,224905.0,218424.0,122929.0,331302.0,122235.0,131047.0,361123.0,148011.0,110839.0,220199.0,275489.0,148481.0,
2006-06-01,526891.0,275308.0,291153.0,270597.0,140565.0,356217.0,290332.0,402126.0,393246.0,169831.0,168235.0,182289.0,218206.0,254047.0,145791.0,92574.0,540627.0,236106.0,155913.0,116804.0,136944.0,207059.0,276388.0,328465.0,468234.0,174047.0,144597.0,172989.0,109954.0,103236.0,275138.0,231573.0,174648.0,302089.0,122574.0,196496.0,134239.0,188861.0,226153.0,219809.0,123181.0,331340.0,122697.0,132018.0,364067.0,148533.0,111597.0,219948.0,277068.0,149337.0,
2006-07-01,527167.0,277218.0,291967.0,271759.0,141161.0,356340.0,289983.0,403419.0,391096.0,171208.0,169166.0,184067.0,222066.0,254333.0,146627.0,92902.0,542888.0,236715.0,155605.0,116998.0,137066.0,208534.0,280466.0,329115.0,467251.0,174637.0,144965.0,173111.0,110423.0,103619.0,274618.0,231490.0,175747.0,305538.0,122860.0,198702.0,134475.0,190726.0,227446.0,221336.0,123502.0,330135.0,123142.0,132907.0,366571.0,149219.0,112054.0,219688.0,278635.0,150040.0,
2006-08-01,526900.0,278431.0,292433.0,272774.0,141655.0,355818.0,288555.0,403732.0,388741.0,172386.0,170126.0,186025.0,226154.0,254655.0,147484.0,93143.0,545127.0,237185.0,155241.0,117195.0,137117.0,210060.0,284040.0,329140.0,466373.0,175242.0,145290.0,173292.0,110857.0,103990.0,274322.0,231327.0,176562.0,308659.0,123312.0,200854.0,134514.0,192064.0,228747.0,223114.0,123828.0,328851.0,123530.0,133868.0,368352.0,149518.0,112956.0,219752.0,279977.0,150845.0,
2006-09-01,525303.0,278661.0,292284.0,273290.0,142230.0,354882.0,286247.0,403501.0,385906.0,173360.0,171030.0,187850.0,229971.0,254587.0,148236.0,93458.0,547600.0,237558.0,154847.0,117504.0,137098.0,211250.0,285827.0,329038.0,465374.0,175745.0,145648.0,173590.0,111291.0,104294.0,273791.0,230804.0,177067.0,311287.0,123702.0,202650.0,134654.0,193365.0,229898.0,225096.0,124131.0,326786.0,123817.0,134641.0,369499.0,149887.0,113812.0,220159.0,281095.0,151464.0,
2006-10-01,523935.0,278294.0,291801.0,273674.0,142994.0,353122.0,285168.0,402683.0,383641.0,174151.0,171838.0,189648.0,233239.0,254387.0,148949.0,93925.0,547907.0,237742.0,154394.0,117816.0,137029.0,212502.0,287188.0,328477.0,463723.0,176183.0,146037.0,173914.0,111572.0,104622.0,272835.0,230506.0,177486.0,313431.0,124142.0,201794.0,134834.0,194839.0,231113.0,226842.0,124405.0,324943.0,124216.0,135335.0,369638.0,149959.0,114865.0,220860.0,282387.0,152039.0,
2006-11-01,522512.0,277657.0,291404.0,273821.0,143652.0,350825.0,283230.0,401643.0,381081.0,174714.0,172477.0,191118.0,236280.0,253892.0,149501.0,94122.0,549218.0,237850.0,153875.0,118124.0,136885.0,213791.0,288187.0,327725.0,461213.0,176467.0,146408.0,174112.0,111832.0,104945.0,271786.0,230086.0,177820.0,314726.0,124499.0,202143.0,135132.0,196493.0,232350.0,228063.0,124672.0,322773.0,124496.0,135667.0,369655.0,150334.0,115600.0,221134.0,282584.0,152661.0,
2006-12-01,521394.0,276584.0,291228.0,274086.0,144314.0,349494.0,281407.0,400075.0,378995.0,175180.0,173071.0,192214.0,238925.0,253795.0,149985.0,94219.0,549077.0,238096.0,153237.0,118292.0,136689.0,215232.0,289332.0,327071.0,459239.0,176855.0,146670.0,174199.0,112032.0,105265.0,270571.0,229983.0,178105.0,315567.0,124920.0,202064.0,135315.0,197911.0,233469.0,229437.0,124971.0,321310.0,124774.0,135960.0,369372.0,150792.0,116144.0,221311.0,282754.0,153213.0,
2007-01-01,520518.0,275389.0,290950.0,274274.0,144540.0,347849.0,279423.0,398628.0,377594.0,175600.0,173706.0,192985.0,241687.0,253747.0,150278.0,94160.0,549638.0,238624.0,152512.0,118434.0,136505.0,216292.0,290065.0,326969.0,458995.0,177187.0,146842.0,174437.0,112238.0,105520.0,269624.0,229967.0,178423.0,316178.0,125221.0,203994.0,135461.0,198983.0,234626.0,230598.0,125212.0,319460.0,124846.0,136084.0,369281.0,151641.0,116574.0,221465.0,281772.0,153720.0,
2007-02-01,519334.0,274188.0,290927.0,274426.0,144642.0,346986.0,278277.0,397720.0,376644.0,176014.0,174294.0,193643.0,244352.0,253568.0,150652.0,94297.0,549521.0,239068.0,151819.0,118582.0,136411.0,217020.0,290804.0,327038.0,460776.0,177586.0,146982.0,174600.0,112424.0,105694.0,268477.0,230032.0,178836.0,317295.0,125469.0,203862.0,135539.0,199828.0,235605.0,231432.0,125461.0,318353.0,124965.0,136633.0,369051.0,152095.0,116853.0,221337.0,281562.0,154221.0,
2007-03-01,517542.0,272803.0,290895.0,274708.0,144638.0,345627.0,277863.0,397683.0,376135.0,176397.0,175000.0,194084.0,247122.0,253501.0,151128.0,94502.0,550279.0,239352.0,151080.0,118666.0,136234.0,217639.0,291867.0,327069.0,462282.0,177951.0,147110.0,174830.0,112548.0,105839.0,268060.0,229795.0,179371.0,319242.0,125737.0,203646.0,135622.0,200884.0,236025.0,231821.0,125688.0,317414.0,124972.0,137216.0,369360.0,152273.0,117038.0,220986.0,281491.0,154825.0,
2007-04-01,515297.0,271201.0,291197.0,274720.0,145020.0,343678.0,277813.0,397956.0,375411.0,176610.0,175705.0,195036.0,249628.0,253755.0,151708.0,94747.0,550813.0,239343.0,150375.0,118633.0,136057.0,218589.0,293618.0,326723.0,463297.0,178352.0,147174.0,174908.0,112719.0,106017.0,267339.0,229347.0,179807.0,321681.0,126121.0,203923.0,135670.0,202127.0,236205.0,232402.0,125945.0,316422.0,125097.0,137981.0,369660.0,152281.0,117247.0,220550.0,282226.0,155440.0,
2007-05-01,511562.0,269037.0,290778.0,274958.0,145513.0,341277.0,277442.0,397733.0,374563.0,176866.0,176483.0,195880.0,252207.0,254324.0,152246.0,94940.0,550927.0,239181.0,149486.0,118616.0,135857.0,219318.0,295332.0,326258.0,463494.0,178662.0,147188.0,174932.0,112760.0,106271.0,266929.0,228688.0,180247.0,323588.0,126540.0,204604.0,135659.0,203417.0,236429.0,233281.0,126020.0,315547.0,125041.0,138281.0,369751.0,152438.0,117717.0,220055.0,283079.0,155805.0,
2007-06-01,507617.0,266405.0,289853.0,274881.0,146075.0,338061.0,276169.0,396528.0,373313.0,176999.0,177201.0,197265.0,255290.0,254875.0,152705.0,95095.0,550798.0,238881.0,148729.0,118640.0,135699.0,219982.0,296394.0,325376.0,463379.0,178839.0,147148.0,174880.0,112831.0,106601.0,266048.0,227938.0,180540.0,324673.0,126840.0,205027.0,135278.0,204811.0,236885.0,234010.0,126020.0,313297.0,124995.0,138490.0,369142.0,152933.0,118033.0,219190.0,284140.0,156150.0,
2007-07-01,502382.0,263275.0,288274.0,274944.0,146498.0,334393.0,274215.0,394634.0,371641.0,177165.0,177784.0,198103.0,258370.0,255216.0,153063.0,95204.0,549427.0,238414.0,147736.0,118741.0,135450.0,220257.0,296915.0,324375.0,463285.0,178888.0,147097.0,174617.0,112869.0,106984.0,265414.0,226887.0,180918.0,325096.0,127081.0,205412.0,135170.0,205617.0,237043.0,234742.0,125986.0,311958.0,124812.0,138497.0,368078.0,153260.0,118157.0,217875.0,284478.0,156417.0,
2007-08-01,497270.0,259908.0,286838.0,275027.0,146987.0,330547.0,271730.0,392574.0,370054.0,177288.0,178320.0,198836.0,261351.0,255346.0,153328.0,95340.0,548812.0,237916.0,146971.0,118838.0,135168.0,220850.0,296974.0,323570.0,463074.0,178889.0,147023.0,174511.0,113047.0,107314.0,264895.0,226096.0,181120.0,325623.0,127408.0,205779.0,135101.0,206335.0,236914.0,235405.0,126108.0,310265.0,124743.0,138628.0,367034.0,153747.0,118282.0,217853.0,284501.0,156802.0,
2007-09-01,491308.0,256522.0,285645.0,274997.0,147450.0,326106.0,268761.0,390701.0,368516.0,177344.0,178707.0,198857.0,263289.0,254957.0,153391.0,95402.0,547486.0,237135.0,145850.0,118919.0,134988.0,221437.0,296917.0,323085.0,463056.0,178691.0,146872.0,174422.0,113122.0,107551.0,264305.0,225239.0,181174.0,325727.0,127720.0,206071.0,135209.0,206812.0,237121.0,236328.0,126225.0,309279.0,124624.0,138709.0,365962.0,154061.0,118486.0,218164.0,283999.0,157075.0,
2007-10-01,485166.0,253047.0,284661.0,275239.0,147860.0,321939.0,266089.0,389026.0,366675.0,177188.0,179007.0,198845.0,264751.0,254321.0,153351.0,95475.0,547347.0,236359.0,144804.0,119050.0,134732.0,222128.0,296384.0,322484.0,463763.0,178397.0,146644.0,174473.0,113195.0,107690.0,263583.0,224506.0,181217.0,324805.0,127996.0,206243.0,134757.0,207490.0,237674.0,237227.0,126354.0,307914.0,124649.0,138783.0,364139.0,154507.0,118728.0,218958.0,283894.0,157237.0,
2007-11-01,479101.0,249370.0,283622.0,275397.0,148176.0,315343.0,262214.0,387264.0,364833.0,176992.0,179216.0,198780.0,266021.0,253352.0,153081.0,95488.0,546823.0,235573.0,143592.0,119060.0,134261.0,222912.0,295327.0,321260.0,463930.0,177867.0,146238.0,174368.0,113139.0,107848.0,262395.0,223273.0,181313.0,323087.0,128048.0,206466.0,134404.0,208011.0,238388.0,237911.0,126461.0,307220.0,124887.0,138714.0,361089.0,155010.0,118801.0,218635.0,283193.0,157392.0,
2007-12-01,472437.0,245676.0,282084.0,275418.0,148481.0,308679.0,258662.0,385464.0,363000.0,176792.0,179331.0,198871.0,267296.0,252324.0,152748.0,95584.0,546584.0,234577.0,142622.0,119036.0,133710.0,223774.0,294053.0,319854.0,463315.0,177401.0,145840.0,174256.0,113125.0,107965.0,260999.0,221750.0,181361.0,321286.0,128007.0,206950.0,134048.0,208390.0,238997.0,238487.0,126665.0,306361.0,125244.0,138568.0,357917.0,155634.0,118624.0,218748.0,281905.0,157403.0,
2008-01-01,466033.0,241531.0,280372.0,275416.0,148079.0,299972.0,254701.0,383974.0,361063.0,176772.0,179404.0,198745.0,267919.0,251128.0,152182.0,95717.0,545699.0,233523.0,141561.0,118943.0,133158.0,224637.0,292160.0,317241.0,462339.0,176602.0,145517.0,174066.0,113061.0,107971.0,259459.0,220049.0,181223.0,319595.0,127930.0,207409.0,133661.0,208613.0,240308.0,239004.0,126920.0,304983.0,125453.0,138292.0,355514.0,156356.0,118589.0,218792.0,279817.0,157460.0,
2008-02-01,457956.0,237602.0,278475.0,275146.0,147555.0,291030.0,249731.0,382821.0,358808.0,176608.0,179435.0,198501.0,267640.0,250147.0,151721.0,95898.0,544478.0,,140279.0,118915.0,132657.0,225151.0,290988.0,314783.0,461137.0,175782.0,145424.0,173597.0,113074.0,108034.0,258330.0,218100.0,181164.0,318133.0,127884.0,208261.0,133055.0,208861.0,240286.0,238969.0,126960.0,302640.0,125472.0,138060.0,353679.0,156869.0,118412.0,218871.0,278152.0,157307.0,
2008-03-01,448274.0,233285.0,276210.0,274937.0,146907.0,282077.0,244519.0,381085.0,356385.0,176240.0,179509.0,198060.0,266357.0,249191.0,151351.0,96007.0,544669.0,,138713.0,118880.0,132272.0,224646.0,289338.0,311859.0,459656.0,174777.0,145322.0,172855.0,113096.0,107842.0,256941.0,216343.0,181046.0,316679.0,127960.0,208210.0,132546.0,209078.0,240170.0,239184.0,126802.0,300455.0,125407.0,137785.0,351612.0,157131.0,118341.0,218687.0,277606.0,157168.0,
2008-04-01,437018.0,229267.0,273667.0,274460.0,146775.0,275094.0,238292.0,378358.0,354260.0,175839.0,179521.0,197488.0,264499.0,248414.0,151209.0,96105.0,545048.0,228275.0,136925.0,118649.0,131939.0,224098.0,287940.0,310034.0,457488.0,174050.0,144987.0,172029.0,113140.0,107892.0,255956.0,214647.0,180981.0,314615.0,128029.0,207844.0,132287.0,209068.0,238992.0,238950.0,126540.0,298121.0,125279.0,137618.0,348897.0,157098.0,117929.0,217746.0,277337.0,157006.0,
2008-05-01,425484.0,224780.0,270937.0,273732.0,146607.0,269447.0,234268.0,374801.0,352510.0,175501.0,179417.0,196831.0,262420.0,247456.0,151086.0,96207.0,547204.0,,135307.0,118417.0,131698.0,223899.0,285814.0,308578.0,455492.0,173326.0,144578.0,171379.0,113048.0,107936.0,253647.0,213210.0,180679.0,311951.0,128197.0,206072.0,132118.0,208707.0,238470.0,239119.0,126417.0,295318.0,125112.0,137521.0,345163.0,157053.0,117296.0,216421.0,276564.0,157023.0,
2008-06-01,414755.0,220609.0,268737.0,272809.0,146405.0,262584.0,229818.0,371491.0,350935.0,175208.0,179083.0,195961.0,260230.0,246582.0,150866.0,96392.0,547307.0,225544.0,133740.0,118193.0,131382.0,224380.0,283743.0,307353.0,453596.0,172532.0,144077.0,170970.0,112846.0,108237.0,251378.0,211889.0,180269.0,309060.0,128296.0,204555.0,131993.0,208163.0,237822.0,238936.0,126292.0,292427.0,124974.0,137541.0,340674.0,157166.0,116672.0,214490.0,274554.0,157061.0,
2008-07-01,403672.0,216263.0,266300.0,271615.0,146242.0,255182.0,225054.0,368420.0,348988.0,174549.0,178595.0,194956.0,258129.0,245452.0,150469.0,96606.0,542446.0,224638.0,132139.0,118169.0,131085.0,224645.0,281660.0,305656.0,450312.0,171529.0,143585.0,170518.0,112636.0,108300.0,249006.0,210361.0,179528.0,306461.0,128263.0,203030.0,131839.0,207792.0,236999.0,238897.0,126172.0,288994.0,124737.0,137466.0,335388.0,157284.0,116028.0,213033.0,272359.0,157090.0,
2008-08-01,393236.0,211708.0,263617.0,270413.0,145769.0,247473.0,218706.0,365467.0,346729.0,173750.0,178078.0,193839.0,255738.0,244471.0,149923.0,96741.0,535285.0,221840.0,130109.0,118193.0,130682.0,224295.0,279312.0,303255.0,446088.0,170371.0,143039.0,169962.0,112337.0,108283.0,247078.0,208415.0,178623.0,303483.0,128293.0,201617.0,131619.0,207633.0,236695.0,239117.0,126077.0,285478.0,124351.0,137135.0,330472.0,157512.0,115576.0,211558.0,269916.0,157112.0,
2008-09-01,383751.0,207102.0,260933.0,269056.0,145150.0,239775.0,212891.0,362354.0,343805.0,172927.0,177545.0,192875.0,253837.0,243689.0,149318.0,,527788.0,220038.0,128263.0,118233.0,130206.0,224014.0,276815.0,300365.0,442837.0,169168.0,142545.0,169228.0,112077.0,108284.0,245213.0,206249.0,177731.0,300391.0,128264.0,200060.0,131213.0,207409.0,236224.0,239104.0,126047.0,281814.0,123860.0,136809.0,325723.0,157689.0,115085.0,210579.0,267956.0,157067.0,
2008-10-01,375804.0,202441.0,258886.0,267381.0,144460.0,232650.0,208218.0,358999.0,340785.0,172228.0,177009.0,191657.0,251935.0,243089.0,148800.0,,524367.0,217006.0,126758.0,118239.0,129550.0,223708.0,274187.0,297485.0,441513.0,167795.0,142109.0,168161.0,111742.0,108394.0,242993.0,204040.0,177012.0,297471.0,128292.0,198340.0,130671.0,207052.0,235719.0,239315.0,125928.0,278129.0,123509.0,136319.0,321536.0,157946.0,114741.0,209625.0,265625.0,156953.0,
